user,live_date,message_selector,classes,raw
ls__mojoune,2023-11-23 16:48:46,Ca galère en div 2 comme ça tu sais @Kamet0,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Ca galère en div 2 comme ça tu sais </span><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@Kamet0</span></span>]"
Renkinro,2023-11-23 16:48:46,en sarre woulaye n'bilaye le roster est trop guezz !,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">en sarre woulaye n'bilaye le roster est trop guezz !</span></span>]"
dwun_,2023-11-23 16:48:46,ça perd contre solary,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ça perd contre solary</span></span>]"
hamzaateyabapurple,2023-11-23 16:48:47,ABUUUUUUUUUUUUUSE TOI AUSSI,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ABUUUUUUUUUUUUUSE TOI AUSSI</span></span>]"
GibssQLF,2023-11-23 16:48:47,Ils sy qualifie meme pas aux eum en passant par la lfl,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Ils sy qualifie meme pas aux eum en passant par la lfl</span></span>]"
zakariyaeh,2023-11-23 16:48:47,MAIS MEME SK ET HERETICS GAGNENT PAS LES EUMS SAH,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">MAIS MEME SK ET HERETICS GAGNENT PAS LES EUMS SAH</span></span>]"
BissapSauceSamourai,2023-11-23 16:48:47,Nessie,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Nessie</span></span>]"
Zackhooo,2023-11-23 16:48:48,MAD c’est un roster LFL top 3 c’est tout,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">MAD c’est un roster LFL top 3 c’est tout</span></span>]"
KC_Feitan,2023-11-23 16:48:49,ça bat pas MRS comme ça tu sait,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ça bat pas MRS comme ça tu sait</span></span>]"
skouizee,2023-11-23 16:48:49,Les prestigieux EUM,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Les prestigieux EUM</span></span>]"
b00po,2023-11-23 16:48:49,IL NE BAT PAS IZIDREAM,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">IL NE BAT PAS IZIDREAM</span></span>]"
Mateoiago,2023-11-23 16:48:50,demi oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">demi oui</span></span>]"
hanmageddon,2023-11-23 16:48:50,GRACE A PISQY,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">GRACE A PISQY</span></span>]"
Sparkyyi,2023-11-23 16:48:50,c'est sûr avec Elyolya,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">c'est sûr avec Elyolya</span></span>]"
Wayr,2023-11-23 16:48:50,est-ce que le roster finit 1er à 100% de superliga déjà @Kamet0,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">est-ce que le roster finit 1er à 100% de superliga déjà </span><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@Kamet0</span></span>]"
mugentiti,2023-11-23 16:48:50,GRÂCE A ISMA,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">GRÂCE A ISMA</span></span>]"
DoggyMD,2023-11-23 16:48:50,ils perdent fcontrre nous,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ils perdent fcontrre nous</span></span>]"
RELKA_,2023-11-23 16:48:50,JustWannaRock,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">JustWannaRock</span></span>]"
quickest22,2023-11-23 16:48:50,avec elyoya aussi,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">avec elyoya aussi</span></span>]"
Guillaume322,2023-11-23 16:48:51,ils sont allés en finale et Elyoya est meilleur,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ils sont allés en finale et Elyoya est meilleur</span></span>]"
TouristeDeLaConnaissance,2023-11-23 16:48:51,vous parlez de quelle équipe ?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">vous parlez de quelle équipe ?</span></span>]"
Blizzard___9,2023-11-23 16:48:51,ils jouent la finale puis ff,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ils jouent la finale puis ff</span></span>]"
KcZande,2023-11-23 16:48:52,est ce que il gagne vs solary DEJA,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">est ce que il gagne vs solary DEJA</span></span>]"
sieg_hart72,2023-11-23 16:48:53,Si KC est là non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Si KC est là non</span></span>]"
Lynaa_19,2023-11-23 16:48:54,Nessie,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Nessie</span></span>]"
nerofg,2023-11-23 16:48:54,TU NOUS COMPTES OU PAS ?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">TU NOUS COMPTES OU PAS ?</span></span>]"
endrito28,2023-11-23 16:48:55,Ça gagne pas la lfl,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Ça gagne pas la lfl</span></span>]"
Chrislow77,2023-11-23 16:48:55,En final et ils perdent contre kc IMO,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">En final et ils perdent contre kc IMO</span></span>]"
totodeb_,2023-11-23 16:48:55,A quand la prochaine pixel war,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">A quand la prochaine pixel war</span></span>]"
hamzaateyabapurple,2023-11-23 16:48:56,QUE TU DIS DE LA MERDE KRAM YEN A MARRE,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">QUE TU DIS DE LA MERDE KRAM YEN A MARRE</span></span>]"
raypeat,2023-11-23 16:48:57,tu vas te curse,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">tu vas te curse</span></span>]"
OursComm,2023-11-23 16:48:57,ça peut gratter une finale mais ça perd contre Vlady Caliste,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ça peut gratter une finale mais ça perd contre Vlady Caliste</span></span>]"
RobotBarit,2023-11-23 16:48:57,(il gagne large),[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">(il gagne large)</span></span>]"
Thary,2023-11-23 16:48:57,RELKA_ happie,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">RELKA_ happie</span></span>]"
Swarrth,2023-11-23 16:48:57,madlions ne passent pas les playoffs LFL,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">madlions ne passent pas les playoffs LFL</span></span>]"
chaamoh,2023-11-23 16:48:57,isma le broie,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">isma le broie</span></span>]"
Fafa864,2023-11-23 16:48:59,PELYOYA,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">PELYOYA</span></span>]"
BissapSauceSamourai,2023-11-23 16:48:59,tjrs des sons de fou insane,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">tjrs des sons de fou insane</span></span>]"
hamzaateyabapurple,2023-11-23 16:48:59,TOUTES TES TAKE PUE LA MERDE,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">TOUTES TES TAKE PUE LA MERDE</span></span>]"
001shaka,2023-11-23 16:49:00,isma better,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">isma better</span></span>]"
pannacotttafugo,2023-11-23 16:49:00,Thary billy approuve,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Thary billy approuve</span></span>]"
JinFreecks_,2023-11-23 16:49:00,Elyoya OVERRATED,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Elyoya OVERRATED</span></span>]"
Amarett0Sour,2023-11-23 16:49:00,est ce que roster peut battre la botlane secrete je pense pas,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">est ce que roster peut battre la botlane secrete je pense pas</span></span>]"
Renkinro,2023-11-23 16:49:00,woula,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">woula</span></span>]"
ilijatanov11,2023-11-23 16:49:02,OMG LE KRAM SOUS REDBULL IS BACK,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">OMG LE KRAM SOUS REDBULL IS BACK</span></span>]"
pannacotttafugo,2023-11-23 16:49:02,JustWannaRock zao_____,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">JustWannaRock zao_____</span></span>]"
Mickkaaa,2023-11-23 16:49:02,Est-ce que on peut venir voir le match t1 vs kc ? si oui ou? @Kamet0,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Est-ce que on peut venir voir le match t1 vs kc ? si oui ou? </span><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@Kamet0</span></span>]"
kc_tommy_,2023-11-23 16:49:04,Non on est toujours là en EUM,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Non on est toujours là en EUM</span></span>]"
ls__mojoune,2023-11-23 16:49:04,Ils galèrent en div 2 comme ça tu sais @Kamet0,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Ils galèrent en div 2 comme ça tu sais </span><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@Kamet0</span></span>]"
leesinsenpaille,2023-11-23 16:49:04,ELYOYA CE TALENT GACHE ICANT,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ELYOYA CE TALENT GACHE ICANT</span></span>]"
Penzoide,2023-11-23 16:49:04,mad leur top est marrant au moins @Kamet0 󠀀,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">mad leur top est marrant au moins </span><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@Kamet0</span><span class=""text-fragment"" data-a-target=""chat-message-text""> 󠀀</span></span>]"
EricNBA,2023-11-23 16:49:04,Elyoya GAP trop la jungle ERL,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Elyoya GAP trop la jungle ERL</span></span>]"
Bueaxtyyy,2023-11-23 16:49:07,salam kamel le PSG en LDC cette année c'est quoi ton pronostic ? merci ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">salam kamel le PSG en LDC cette année c'est quoi ton pronostic ? merci </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt="":)"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/1/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/1/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/1/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/1/default/dark/3.0 4x""/></div></span></div></div></span>]"
Plumosaure,2023-11-23 16:49:07,gagne non car il y a caliste en erl,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">gagne non car il y a caliste en erl</span></span>]"
monptitgadjoentn,2023-11-23 16:49:07,elyoya c une bête en eu,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">elyoya c une bête en eu</span></span>]"
life_france,2023-11-23 16:49:07,Elyoya il choke trop.,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Elyoya il choke trop.</span></span>]"
Froyer06,2023-11-23 16:49:08,Myrwin est beaucoup plus fort que Marky aussi,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Myrwin est beaucoup plus fort que Marky aussi</span></span>]"
Voltaaa_,2023-11-23 16:49:09,elyoya downgrade de isma,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">elyoya downgrade de isma</span></span>]"
JumpingWeasel,2023-11-23 16:49:09,justement parce qu'il y a Elyoya ça fait pas la finale MEGALUL,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">justement parce qu'il y a Elyoya ça fait pas la finale MEGALUL</span></span>]"
Neozyds,2023-11-23 16:49:09,Isma>yoya,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Isma&gt;yoya</span></span>]"
Thary,2023-11-23 16:49:09,pannacotttafugo billy confirme,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">pannacotttafugo billy confirme</span></span>]"
RELKA_,2023-11-23 16:49:09,poin happie poin happie poin happie Thary,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">poin happie poin happie poin happie Thary</span></span>]"
quickest22,2023-11-23 16:49:10,non ca reste fort,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non ca reste fort</span></span>]"
BissapSauceSamourai,2023-11-23 16:49:10,o7,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">o7</span></span>]"
Stewyi,2023-11-23 16:49:12,Razork le mange mtn,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Razork le mange mtn</span></span>]"
nekraus2,2023-11-23 16:49:13,elyoya etait le meilleur jung d'EU en 2022,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">elyoya etait le meilleur jung d'EU en 2022</span></span>]"
Humble__FC,2023-11-23 16:49:15,DE TOUTE FACON ON VA VOIR EN JANVIER TOUT VA BIEN SE PASSER MEGALUL,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">DE TOUTE FACON ON VA VOIR EN JANVIER TOUT VA BIEN SE PASSER MEGALUL</span></span>]"
Suuper_Kensan,2023-11-23 16:49:15,!song,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">!song</span></span>]"
Laubano,2023-11-23 16:49:15,ils nous ont vendu Supa comme daniel kraig et c’était danny boon,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ils nous ont vendu Supa comme daniel kraig et c’était danny boon</span></span>]"
nerofg,2023-11-23 16:49:15,elyoya il a eu de la chatte 2 splits et ca le prend puor un dieu,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">elyoya il a eu de la chatte 2 splits et ca le prend puor un dieu</span></span>]"
multivitamines1,2023-11-23 16:49:15,elyoya peut 1v9 la demi des EUM quand même mais ça gagne pas la finale,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">elyoya peut 1v9 la demi des EUM quand même mais ça gagne pas la finale</span></span>]"
skouizee,2023-11-23 16:49:15,EUM sans Saken c'est free,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">EUM sans Saken c'est free</span></span>]"
Strifosu,2023-11-23 16:49:15,"la il va tout donner parce qu'ils vont tous le sucer dans l'""quipe",[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">la il va tout donner parce qu'ils vont tous le sucer dans l'""quipe</span></span>]"
zao_____,2023-11-23 16:49:15,lebronJAM,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">lebronJAM</span></span>]"
kc_spinlawe,2023-11-23 16:49:15,caca prout ouais ^^,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">caca prout ouais ^^</span></span>]"
KametoBOT_,2023-11-23 16:49:15,🎵 - Voici ce que j'ai trouvé : Yeat - Bëttr 0ff (!playlist),[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">🎵 - Voici ce que j'ai trouvé : Yeat - Bëttr 0ff (!playlist)</span></span>]"
mn_lyzzen,2023-11-23 16:49:15,reel,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">reel</span></span>]"
huiledolivepugeais,2023-11-23 16:49:16,C'est el yoyo,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">C'est el yoyo</span></span>]"
DuntySeven,2023-11-23 16:49:17,Yoya c'est bon ta vu ce qu'il ramasse cet année,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Yoya c'est bon ta vu ce qu'il ramasse cet année</span></span>]"
Renkinro,2023-11-23 16:49:17,DIS BIEN KAMEL SPITTIN FACTS,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">DIS BIEN KAMEL SPITTIN FACTS</span></span>]"
Tw_ADicSwiix,2023-11-23 16:49:17,avec notre rooster lfl impossible,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">avec notre rooster lfl impossible</span></span>]"
Thary,2023-11-23 16:49:17,RELKA_ Stronge happie poin poin poin,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">RELKA_ Stronge happie poin poin poin</span></span>]"
Zackhooo,2023-11-23 16:49:17,eh vas-y Elyoya c’est pas Kanavi faut arrêter là mala aussi,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">eh vas-y Elyoya c’est pas Kanavi faut arrêter là mala aussi</span></span>]"
mirino0o,2023-11-23 16:49:17,apres là il veut jouer avec ces potes donc il doitptouver,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">apres là il veut jouer avec ces potes donc il doitptouver</span></span>]"
AzaWoodyy,2023-11-23 16:49:17,reel,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">reel</span></span>]"
kc_neyox,2023-11-23 16:49:17,blc les espingouins avec leurs drama,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">blc les espingouins avec leurs drama</span></span>]"
zao_____,2023-11-23 16:49:18,lebronJAM 󠀀,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">lebronJAM 󠀀</span></span>]"
y3ww_,2023-11-23 16:49:20,elyoya en 92 surement oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">elyoya en 92 surement oui</span></span>]"
ShowIn_,2023-11-23 16:49:20,LA SYNCRO JUNGLE SUP VA ETRE ABSENTE ENCORE,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LA SYNCRO JUNGLE SUP VA ETRE ABSENTE ENCORE</span></span>]"
maxewmlrn12,2023-11-23 16:49:20,c quoi le programme ce soir?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">c quoi le programme ce soir?</span></span>]"
mistermomo97,2023-11-23 16:49:20,Salam ca va Kamel,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Salam ca va Kamel</span></span>]"
7Rhay,2023-11-23 16:49:20,ca perd contre GO en quarts YouGotMe,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ca perd contre GO en quarts YouGotMe</span></span>]"
lezinkduzink,2023-11-23 16:49:20,salut chef,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">salut chef</span></span>]"
doliprane_500_mg,2023-11-23 16:49:23,isma a ete monstrueux pdt les eum,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">isma a ete monstrueux pdt les eum</span></span>]"
rains262,2023-11-23 16:49:23,la team qu'on bat en finale eum monte tjrs en lec KEKW,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">la team qu'on bat en finale eum monte tjrs en lec KEKW</span></span>]"
ibzooo_,2023-11-23 16:49:25,après il voulait partir pre season donc bon,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">après il voulait partir pre season donc bon</span></span>]"
apc8s,2023-11-23 16:49:25,sk dernier imo,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">sk dernier imo</span></span>]"
77ZZorro19,2023-11-23 16:49:25,elyoya max top 5,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">elyoya max top 5</span></span>]"
Neika_x,2023-11-23 16:49:27,C'est pas Bo quoi,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">C'est pas Bo quoi</span></span>]"
pannacotttafugo,2023-11-23 16:49:27,lebronJAM YoshiFLOSSIN,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">lebronJAM YoshiFLOSSIN</span></span>]"
lIRoxas,2023-11-23 16:49:27,Elyoya 2023 where,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Elyoya 2023 where</span></span>]"
scuffiiee,2023-11-23 16:49:27,ATTENDS MAIS YA VRMNT T1 KC LE 9????,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ATTENDS MAIS YA VRMNT T1 KC LE 9????</span></span>]"
0dellon,2023-11-23 16:49:27,À l'époque de inspired et elyoya c'était quelque chose,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">À l'époque de inspired et elyoya c'était quelque chose</span></span>]"
HeyItsQan123,2023-11-23 16:49:28,fresko je comprends pas le move,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">fresko je comprends pas le move</span></span>]"
selrahk78,2023-11-23 16:49:28,moi je pense mad vont perf et vont surprendre tout le monde mdrr,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">moi je pense mad vont perf et vont surprendre tout le monde mdrr</span></span>]"
tialocc__,2023-11-23 16:49:28,Solary > MAD c’est pour dire le bail,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Solary &gt; MAD c’est pour dire le bail</span></span>]"
RicardoMuesli,2023-11-23 16:49:29,Elyoya et Supa les seuls joueurs du roster et encore...,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Elyoya et Supa les seuls joueurs du roster et encore...</span></span>]"
malalfa__,2023-11-23 16:49:29,se quand il commence frere ?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">se quand il commence frere ?</span></span>]"
huiledolivepugeais,2023-11-23 16:49:29,C'est nul a chier je le dis,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">C'est nul a chier je le dis</span></span>]"
nerofg,2023-11-23 16:49:29,pelyoya c nul,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">pelyoya c nul</span></span>]"
JumpingWeasel,2023-11-23 16:49:29,un mec très bo va mettre elyoyo en slip,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">un mec très bo va mettre elyoyo en slip</span></span>]"
BissapSauceSamourai,2023-11-23 16:49:29,nn,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">nn</span></span>]"
lianceur_lxc59,2023-11-23 16:49:29,Razork > elyoya,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Razork &gt; elyoya</span></span>]"
mistermomo97,2023-11-23 16:49:30,C'est quoi le programme ?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">C'est quoi le programme ?</span></span>]"
mogotail,2023-11-23 16:49:30,MODS Kamel me sub pas stp MODS,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">MODS Kamel me sub pas stp MODS</span></span>]"
olymp10,2023-11-23 16:49:30,mad cette année c’était pas idéal,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">mad cette année c’était pas idéal</span></span>]"
